Organization URl,Organization Name,Industries,Headquarters Location,Description,CB Rank (Company),Estimated Revenue Range,Operating Status,Founded Date,Exit Date,Closed Date,Company Type,Full Description,Phone Number,Contact Email,LinkedIn,Facebook,Twitter,Website,Investor Type,component--field-formatter 22,component--field-formatter 23,component--field-formatter href 10,component--field-formatter 24,link-accent 10,link-accent href 10,component--field-formatter 25,link-accent 12,link-accent href 12,link-accent 13,link-accent href 13,link-accent 14,link-accent href 14,link-accent 15,link-accent href 15,component--field-formatter 26,component--field-formatter href 11,ng-star-inserted 3,ng-star-inserted 4,ng-star-inserted 5
https://www.crunchbase.com/organization/banque-saudi-fransi,Banque Saudi Fransi,Banking,Riyadh,Banque Saudi Fransi (BSF) is a Saudi Arabian Joint Stock Company.,"412,764",�,Active,1977,�,�,For Profit,�,�,�,https://www.linkedin.com/company/18469/,,,http://www.alfransi.com.sa/,�,�,1001-5000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/banque-saudi-fransi,�,",",Financial Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6,Lending and Investments,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/lending-and-investments,,,,,https://www.crunchbase.com/search/contacts/field/organization.companies/num_contacts/banque-saudi-fransi,,,,,,
https://www.crunchbase.com/organization/al-madina,Al-Madina,Media and Entertainment,Jeddah,Al-Madina is a daily newspaper that contains international and local news information.,"412,836",$50M to $100M,Active,"Apr 8, 1937",�,�,For Profit,�,0122249444,info@al-madina.com,https://www.linkedin.com/company/al-madina-press-esatblishment-co,https://www.facebook.com/AlmadinaNews,https://twitter.com/Almadinanews,https://al-madina.com/,�,�,501-1000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/al-madina,,",",Content and Publishing,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/content-and-publishing,Media and Entertainment,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/media-and-entertainment-3bd7,,,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00050000,,,,,,,,
https://www.crunchbase.com/organization/southern-province-cement-co,Southern Province Cement Co.,Building Material,Abha,"Southern Province Cement Co. specializes in the manufacture and production of cement, its derivatives and dependencies.","413,259",$100M to $500M,Active,"Mar 14, 1977","Feb 24, 2010",�,For Profit,�,0172271500,HO@spcc.com.sa,,,,http://www.spcc.sa/,�,�,51-100,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/southern-province-cement-co,�,",",Manufacturing,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/manufacturing-133d,Real Estate,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/real-estate-598c,,,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00100000,�,https://www.crunchbase.com/search/contacts/field/organization.companies/num_contacts/southern-province-cement-co,,,,,,
https://www.crunchbase.com/organization/wttco,WTTCO,Service Industry,Riyadh,"WTTCO manages, operates & maintains water transmission, storage & backup systems and innovates solutions and technologies.","413,276",�,Active,"Sep 10, 2019",�,�,�,�,�,info@wttco.com,https://www.linkedin.com/company/wttcoksa/,https://www.facebook.com/WTTCOKSA,https://www.twitter.com/wttco_ksa?lang=ar,https://www.wttco.com/,�,�,1001-5000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/wttco,�,",,",Natural Resources,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/natural-resources-26a5,Other,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/1718a583-5105-47e5-b3b0-16c2e3dca322,Transportation,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/transportation-adc3,,,https://www.crunchbase.com/search/contacts/field/organization.companies/num_contacts/wttco,,,,,,
https://www.crunchbase.com/organization/brisk-delivery,Brisk Delivery,Delivery Service,Riyadh,Brisk Delivery is a logistics software company that provides delivery services based on predicting growth rates in various industries.,"413,421",�,Active,2019,"Mar 7, 2022",�,For Profit,"Brisk is a logistics software that provides delivery services based on predicting growth rates of many sectors including the F&B industry. It offers many essential features; assisting in optimizing food delivery services for restaurants including; a comprehensive control panel that provides, real-time order tracking & management, in addition to, advanced analytics and reporting system. As well as, integration with various online ordering systems and other valuable services such as E-wallets for restaurants.",+966 56 699 9359,info@brisk.delivery,,,,https://brisk.delivery/en,�,�,�,,�,",",Software,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6,Transportation,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/transportation-adc3,,,,�,,,,,,,
https://www.crunchbase.com/organization/sisco-a36d,Sisco,Building Material,Al Khobar,"Sisco is an industrial solutions company that provides maintenance, construction, industrial, and operation support services.","414,573",�,Active,�,�,�,For Profit,�,+966-133407999,info@siscosaudi.com,https://www.linkedin.com/company/specialized-industrial-services-co-ltd-sisco-,https://www.facebook.com/siscoindustrialservices,,https://siscosaudi.com/index.php,�,�,1001-5000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/sisco-a36d,�,,Real Estate,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/real-estate-598c,,,,,,,,,,,,,
https://www.crunchbase.com/organization/mowah,Mowah,Construction,Jeddah,Mowah is the largest private sea water and ground water desalination company.,"414,951",�,Active,2002,�,�,For Profit,�,+966 12 000 95 60,info@mowah.com,https://www.linkedin.com/company/mowah-water-treatment-company/,,,http://www.mowah.com/home.php,�,�,501-1000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/mowah,�,",",Real Estate,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/real-estate-598c,Sustainability,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/sustainability-5142,,,,,,,,,,,
https://www.crunchbase.com/organization/najran-cement-co,Najran Cement Co.,Building Material,Najran,Najran Cement Co. is a cement manufacturing company providing a high-quality product with reliability.,"414,995",$100M to $500M,Active,"Oct 7, 2005","Aug 15, 2012",�,For Profit,�,�,info@najrancement.com,https://www.linkedin.com/company/najran-cement-company/about/,https://www.facebook.com/pg/%D8%B4%D8%B1%D9%83%D8%A9-%D8%A7%D8%B3%D9%85%D9%86%D8%AA-%D9%86%D8%AC%D8%B1%D8%A7%D9%86-1657398467815242/about/?ref=page_internal,https://twitter.com/najrancementco,http://www.najrancement.com/,�,�,51-100,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/najran-cement-co,�,",,",Manufacturing,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/manufacturing-133d,Natural Resources,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/natural-resources-26a5,Real Estate,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/real-estate-598c,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00100000,,,,,,,,
https://www.crunchbase.com/organization/alrahden-company,Alrahden Company,Laundry and Dry-cleaning,Riyadh,"Alrahden Company offers laundry services that includes clothes , Furniture , Upholstery ,Carpet & Sofa washing","415,626",$10M to $50M,Active,�,�,�,For Profit,�,920-006848,alrahdencompany@gmail.com,https://www.linkedin.com/company/alrahden-company/,https://www.facebook.com/alrahden,https://www.twitter.com/https://twitter.com/alrahden,https://alrahden.com.sa/,�,�,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/alrahden-company,�,,Clothing and Apparel,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/clothing-and-apparel,,,,,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000,,,,,,,,
https://www.crunchbase.com/organization/pan-gulf-holding,Pan Gulf Holding,Impact Investing,Al Khobar,Pan Gulf Holding operates as an investment holding company.,"416,344",$500M to $1B,Active,1978,�,�,For Profit,"Pan Gulf Holding has successfully developed market-leading positions in Investment in trading, manufacturing, and service industries. They provide quality products and efficient services to the oil and construction sectors. Through its subsidiaries and affiliates, It offers steel, oil and gas, food, steel fabrication, valves, and piping systems, fire safety and security systems, welding solutions, telecommunications, building and plumbing materials, and FMCG products.",+966 13 867 0444,info@pghco.com,https://www.linkedin.com/company/pan-gulf-holding/,,https://twitter.com/pgholding,http://www.pangulfholding.com/,�,�,1001-5000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/pan-gulf-holding,�,",,,,",Energy,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/energy-2b83,Financial Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6,Lending and Investments,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/lending-and-investments,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00500000,,,Manufacturing,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/manufacturing-133d,,,,
https://www.crunchbase.com/organization/alinma-bank,Alinma Bank,Banking,Riyadh,Alinma Bank is a Saudi joint stock company that is created in conformity Royal Decree No. M/15 and Ministerial Resolution No. 42.,"416,402",�,Active,2007,�,�,For Profit,Alinma Bank is a Saudi joint stock company that is created in conformity Royal Decree No. M/15 and Ministerial Resolution No. 42.,+966-9200-28000,info@alinma.com,,,,,�,�,1001-5000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/alinma-bank,�,",",Financial Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6,Lending and Investments,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/lending-and-investments,,,,�,,,,,,,
https://www.crunchbase.com/organization/exsab-investment,Exsab Investment,Angel Investment,Jeddah,Exsab Investment is a private equity firm.,"418,370",$1M to $10M,Active,�,�,�,For Profit,Exsab Investments is focused on investing in startup and growth capital transactions that have high potential. It is a private equity firm. It is specialized in innovative sunrise industries and startups that have high growth potential. It believes that in order to achieve superior risk-adjusted returns it is crucial to remain strictly disciplined with regards to valuation.,+966 2 6141727,info@exsab.com.sa,,,,http://www.exsab.com.sa/,�,�,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/exsab-investment,�,",",Financial Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6,Lending and Investments,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/lending-and-investments,,,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,�,,,,,,,
https://www.crunchbase.com/organization/the-marketing-department,The Marketing Department,Advertising,Riyadh,The Marketing Department is a Middle East-based online marketing agency.,"418,636",�,Active,"Nov 25, 2010",�,�,For Profit,�,966-11-211-0010,hello@tmd.com.sa,https://www.linkedin.com/company/tmdept/,https://www.facebook.com/TMDept/,https://twitter.com/tmdept,https://www.tmd.com.sa/,�,�,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/the-marketing-department,,",",Advertising,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/advertising-f0bd,Sales and Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/sales-and-marketing,,,,,https://www.crunchbase.com/search/contacts/field/organization.companies/num_contacts/the-marketing-department,,,,,,
https://www.crunchbase.com/organization/al-asila,AL ASILA,Information Services,Riyadh,AL ASILA provides information technology services.,"418,673",�,Active,"Jan 1, 2017",�,�,For Profit,�,966-11-465-64-64,�,,https://www.facebook.com/Al-Asila-Localizing-Technology-251668468207794/,,http://www.alasila.com/,�,�,101-250,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/al-asila,�,,Information Technology,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/information-technology-4fe3,,,,,,�,https://www.crunchbase.com/search/contacts/field/organization.companies/num_contacts/al-asila,,,,,,
https://www.crunchbase.com/organization/wafrah-for-industry-and-development-co,Wafrah For Industry And Development Co.,Food and Beverage,Ar Riyadh,Wafrah for Industry & Development owns & operates four modern & technically advanced factories that produce high quality food products.,"418,897",$10M to $50M,Active,"Jan 1, 1989","Feb 24, 2010",�,For Profit,�,966-11-4023456,�,https://www.linkedin.com/company/wafrah-for-industry-and-development,https://www.facebook.com/WafrahCo,https://twitter.com/wafrahc?lang=ar,http://www.wafrah.com/,�,�,51-100,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/wafrah-for-industry-and-development-co,�,",",Food and Beverage,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/food-and-beverage-5f1e,Manufacturing,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/manufacturing-133d,,,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000,,https://www.crunchbase.com/search/contacts/field/organization.companies/num_contacts/wafrah-for-industry-and-development-co,,,,,,
https://www.crunchbase.com/organization/madarsoft,MadarSoft,Apps,Ad Dammam,MadarSoft is a software development service-based company.,"419,067",�,Active,2001,�,�,For Profit,"Madar Software is a software development company in KSA and Gulf region, In innovative mobile software solutions, well designed to suit Arabic and Muslim user needs, combining innovation with will-built applications to give the UX to users.",+966 55 688 5373,pm@madarsoft.com,https://www.linkedin.com/company/madar-software/,https://www.facebook.com/madarsoft/,https://twitter.com/madarsoft0,https://www.madarsoft.com/,�,�,51-100,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/madarsoft,�,",",Apps,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/apps-2683,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6,,,,,,,,,,,
https://www.crunchbase.com/organization/digitous,Digitous,Innovation Management,Al Khobar,Crowdsourced innovation Platform that enable users to share their problems and shortlist the best ideas based on their predefined metrics.,"419,280",�,Active,"Jan 1, 2022",�,�,For Profit,Digitous is an open innovation platform for online collaboration and design co-creation. Digitous will help ideas providers to break the bureaucratic barriers and innovate outside the corporate structure.,+966542249260,ali.aaa@live.com,,,,,�,�,1-10,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/digitous,,,Professional Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/professional-services-abe5,,,,,,�,,,,,,,
https://www.crunchbase.com/organization/cura-company,CURA Company,E-Commerce,Riyadh,CURA builds & invests in technology startups. Built Balleh.com & invested in Sakrobe.,"419,634",�,Active,2014,�,�,For Profit,"CURA started as a launch-pad for technology businesses that relate and complement each other.

We build and scale a diversified portfolio of sector-focused technology and internet customer-centric businesses. The unique dynamic experience of each sector or business model requires a different innovative approach delivering an unparalleled user-experience.

What we do is apply world-class standards and over-deliver with a unique customer experience that develops an extremely rare relationship between a company and a customer.",+966114536283,info@cura.com.sa,https://www.linkedin.com/company/10701068,,,http://cura.com.sa/,�,�,51-100,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/cura-company,�,",,,,,,,",Artificial Intelligence,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/artificial-intelligence-e551,Commerce and Shopping,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/commerce-and-shopping,Data and Analytics,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/data-and-analytics,,,https://www.crunchbase.com/search/contacts/field/organization.companies/num_contacts/cura-company,Financial Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6,,,,
https://www.crunchbase.com/organization/sarahah,Sarahah,Social,Jeddah,Sarahah is a social networking service for providing anonymous feedback.,"420,625",�,Active,2017,�,�,For Profit,"Sarahah is a social networking service for providing anonymous feedback. In Arabic, sarahah means ""frankness"" or ""honesty"". It was created by Zain al-Abidin Tawfiq in the end of 2016 and reached a sudden worldwide success by mid-2017.Sarahah helps you in discovering your strengths and areas for improvement by receiving honest constructive feedback from your employees and your friends",01201575523,�,https://www.linkedin.com/company/sarahah/about/,https://www.facebook.com/sarahah.tn/,https://twitter.com/Sarahah_com,https://www.sarahah.com/,�,�,1-10,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/sarahah,,",",Community and Lifestyle,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/community-and-lifestyle,Internet Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/internet-services,,,,,https://www.crunchbase.com/search/contacts/field/organization.companies/num_contacts/sarahah,,,,,,
https://www.crunchbase.com/organization/synoptic-information,Synoptic Information,Information and Communications Technology (ICT),Riyadh,"Synoptic Information is an ICT Company that provides advanced infrastructure, networking, business & telecom solutions services.","420,803",$10M to $50M,Active,2002,�,�,For Profit,�,966 (1) 2150101,info@synoptic.com.sa,https://www.linkedin.com/company/synoptic-information,https://www.facebook.com/Synoptic-Information-163300080386516,https://twitter.com/synopticinfo,https://synoptic.com.sa/,�,�,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/synoptic-information,�,",",Information Technology,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/information-technology-4fe3,Internet Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/internet-services,,,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000,,,,,,,,
https://www.crunchbase.com/organization/haraj,Haraj,Advertising,Riyadh,Haraj is a technical service that enables the user to compose and post ads.,"421,487",�,Active,"Jan 1, 2007",�,�,For Profit,�,�,�,https://www.linkedin.com/company/haraj,https://www.facebook.com/haraj.com.sa,https://twitter.com/comharaj,https://haraj.com.sa/,�,�,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/haraj,,",,,,,",Advertising,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/advertising-f0bd,Artificial Intelligence,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/artificial-intelligence-e551,Data and Analytics,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/data-and-analytics,,,https://www.crunchbase.com/search/contacts/field/organization.companies/num_contacts/haraj,Internet Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/internet-services,,,,
https://www.crunchbase.com/organization/glue-tube,Glue Tube,Digital Marketing,Jeddah,Glue Tube is a digital marketing agency.,"422,085",�,Active,�,�,�,For Profit,�,966 2 697 2444,info@gluetube.com,https://www.linkedin.com/company/glue-tube,https://www.facebook.com/gluetube/,https://twitter.com/MyGlueTube,http://www.gluetube.com/,�,�,1-10,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/glue-tube,�,,Sales and Marketing,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/sales-and-marketing,,,,,,,https://www.crunchbase.com/search/contacts/field/organization.companies/num_contacts/glue-tube,,,,,,
https://www.crunchbase.com/organization/itqan-capital,Itqan Capital,Advice,Jeddah,"Itqan Capital provides a broad spectrum of investment banking, asset management, equity and real estate investment, and advisory services.","423,474",$1M to $10M,Active,2007,�,�,For Profit,�,+966-122-638-787,info@itqancapital.com,https://www.linkedin.com/company/itqan-capital,https://www.facebook.com/ItqanCapital,https://twitter.com/ItqanCapital,https://itqancapital.com/,�,�,101-250,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/itqan-capital,�,",,,",Financial Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6,Lending and Investments,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/lending-and-investments,Media and Entertainment,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/media-and-entertainment-3bd7,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,,,Real Estate,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/real-estate-598c,,,,
https://www.crunchbase.com/organization/derayah-financial,Derayah Financial,Financial Services,Riyadh,Derayah was established to protect and empower individual investors to take control of their financial success.,"423,938",�,Active,"Jan 1, 2007",�,�,�,�,966112998000,support@derayah.com,https://www.linkedin.com/company/derayah/,https://en-gb.facebook.com/DerayahFinancial/,https://twitter.com/Derayah?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://web.derayah.com/ar/,�,�,51-100,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/derayah-financial,�,,Financial Services,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/financial-services-d7b6,,,,,,,https://www.crunchbase.com/search/contacts/field/organization.companies/num_contacts/derayah-financial,,,,,,
https://www.crunchbase.com/organization/gulf-research-center,Gulf Research Center,Consulting,Jeddah,"Gulf Research Center provides research, analysis, consultation, publication, executive learning, GRC fellowship and events services.","424,936",$1M to $10M,Active,2000,�,�,Non-profit,�,+966126511999,info@grc.net,https://www.linkedin.com/company/gulf-research-center,https://www.facebook.com/gulfresearchcenter,https://twitter.com/Gulf_Research,https://www.grc.net/,�,�,101-250,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/gulf-research-center,�,",,,,",Content and Publishing,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/content-and-publishing,Data and Analytics,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/data-and-analytics,Design,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/design,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,,https://www.crunchbase.com/search/contacts/field/organization.companies/num_contacts/gulf-research-center,Media and Entertainment,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/media-and-entertainment-3bd7,,,,
https://www.crunchbase.com/organization/integrated-networks,Integrated Networks,Communications Infrastructure,Riyadh,"INET provide unique blend of system integration using top-of-the-line products, revolutionary technology and proven expertise & experience.","424,943",�,Active,2001,�,�,For Profit,"INTEGRATED NETWORKS CO. LTD. �INET� is a private organization founded in 2001 by a group of prominent Saudi investors, with an aim to provide unique blend of system integration using top-of-the-line products, revolutionary technology and proven expertise & experience.
Authorized service provider licensed by Saudi Arabian Monetary Agency for providing Payment Solutions, including; Point-of-Sales connectivity & management, ecommerce and Loyalty Solutions.
Authorized Service Provider licensed by Communication and Information Technology Commission for providing Internet Services as well as network operation services.",+92000463892000,inoc@inet.net.sa,https://www.linkedin.com/company-beta/684733/,https://www.facebook.com/INET-581803888527380/,https://twitter.com/inet_sa,http://www.inet.net.sa/,�,�,101-250,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/integrated-networks,�,,Hardware,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/hardware-2e6e,,,,,,,https://www.crunchbase.com/search/contacts/field/organization.companies/num_contacts/integrated-networks,,,,,,
https://www.crunchbase.com/organization/reda-hazard-control,REDA Hazard Control,Industrial,Khobar,"REDA Hazard Control provides fire protection services, safety systems, and equipment.","425,894",$100M to $500M,Active,1986,�,�,For Profit,"REDA Hazard Control offers a full spectrum of end-to-end solutions for hazard control. Their areas of expertise include fire protection, safety, security, and processes. They offer solutions that will improve and enhance the site's security. Their goal is to provide quality, tailored services, and continual support. Their team collaborates with leading manufacturers around the world. They combine their scientific and technological expertise with their wealth of contracting, installation, and service experience.


?",+966 920001679,sales@redahazardcontrol.com,https://www.linkedin.com/company/redahazardcontrol/,https://www.facebook.com/redahazardcontrol/,https://twitter.com/redahazardctrl?lang=en,https://www.redahazardcontrol.com/,�,�,1001-5000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/reda-hazard-control,�,",,",Government and Military,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/government-and-military,Manufacturing,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/manufacturing-133d,Privacy and Security,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/privacy-and-security,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00100000,,,,,,,,
https://www.crunchbase.com/organization/aisc,Artificial Intelligence Systems Company (AISC),Artificial Intelligence,Al Khobar,"AISC is a leader in the Middle East's engineering, technology, and consulting in Ai, ML, RPA and Data Analytics.","425,974",$1M to $10M,Closed,"May 1, 2020",�,�,For Profit,"Artificial Intelligence Systems Company (AISC) is a leader in the Middle East's engineering, technology, and consulting space. With comprehensive industry experience, we work with organizations to help them realize their business potentials and deliver on their customers' promises. Our sole goal is to help our clients innovate and lead their businesses. AISC believes in uniting people and technology to provide solutions that deliver value, year after year.",966920011573,info@aintelsys.com,,,,https://www.aigcom.com/,�,�,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/aisc,�,",,,,,,",Artificial Intelligence,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/artificial-intelligence-e551,Data and Analytics,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/data-and-analytics,Energy,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/energy-2b83,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,�,,Hardware,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/hardware-2e6e,,,,
https://www.crunchbase.com/organization/basic-electronics-company,Basic Electronics Company,Consumer Electronics,Al Khobar,"Basic Electronics Company expertise in trading consumer electronics including electrical appliances, security systems & biomedical devices.","426,612",$10M to $50M,Active,1961,�,�,For Profit,�,+966-138-642-222,info@al-asasyah.com,https://www.linkedin.com/company/basic-electronics-co-ltd,https://www.facebook.com/alasasyahksa,https://twitter.com/basicelec,https://al-asasyah.com/,�,�,501-1000,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/basic-electronics-company,,",,,,",Commerce and Shopping,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/commerce-and-shopping,Consumer Electronics,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/consumer-electronics-52f3,Hardware,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/hardware-2e6e,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000,,,Other,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/1718a583-5105-47e5-b3b0-16c2e3dca322,,,,
https://www.crunchbase.com/organization/gso,GSO,Association,Riyadh,GSO is a standards organization for the member states of the Gulf Cooperation Council and Yemen.,"428,289",$10M to $50M,Active,2004,�,�,�,�,�,csc@gso.org.sa,https://www.linkedin.com/company/gso2001,https://www.facebook.com/gso.org,http://twitter.com/GCC_GSO,http://www.gso.org.sa/gso-website/?lang=en,�,�,51-100,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/gso,�,",",Government and Military,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/government-and-military,Other,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/1718a583-5105-47e5-b3b0-16c2e3dca322,,,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000,,,,,,,,
https://www.crunchbase.com/organization/arqami-smart-technology,Arqami Smart Technology,Apps,Jeddah,"Arqami Smart Technology is a computer consulting company that offers computer programs, mobile applications, and integrated IT solutions.","428,305",Less than $1M,Active,2006,�,�,For Profit,�,+966 50-966-7111,arqami@arqami.net,https://www.linkedin.com/company/arqamismarttechnology/,https://www.facebook.com/ArqamiSmart,https://twitter.com/ARQAMI_AST,https://arqami.net/,�,�,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/arqami-smart-technology,�,",,,",Apps,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/apps-2683,Hardware,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/hardware-2e6e,Mobile,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/mobile-ec09,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00000000,,,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/category_groups/software-85b6,,,,
