Full Name,Full Name URL,Primary Job Title,Primary Organization,Primary Organization URL,Location,CB Rank (Person),LinkedIn,First Name,Last Name,Gender,Current Organizations,Twitter,Biography,Regions,Facebook,Schools Attended,Number of Founded Organizations,Number of News Articles
Abderrahmane Mounir,https://www.crunchbase.com/person/abderrahmane-mounir,Chief Marketing Officer,Batelco,https://www.crunchbase.com/organization/batelco,"Bahrain, Asia","114,487",https://www.linkedin.com/in/abderrahmane-mounir-012385/,Abderrahmane,Mounir,Male,Batelco,,"Abderrahmane Mounir has over 18 years of experience in the telecommunications and IT industry, working in different markets where he gained extensive experience in the executive management of sales, marketing, operations and end-to-end customer experience. Before joining Batelco, Abderrahmane was a vice-president and member of the executive committee in charge of the enterprise and wholesale segments at MEDITELECOM – an Orange subsidiary operating in Morocco. His role incorporated the management of the field sales force, product and services delivery and also wholesale data, roaming and international P&L. Included in his achievements were the development and launch of corporate and SMB offers. Earlier, Abderrahmane spent 10 years with Cisco Systems and held the post of general manager of Cisco’s operation in Morocco from 2006 to 2008. Abderrahmane holds an engineering degree in Telecommunication from INPT Morocco and a Bachelor of Science in Computer and Electrical Engineering from Wichita State University, Kansas, USA.",Gulf Cooperation Council (GCC),,Wichita State University,,
Karan Henrik Ponnudurai,https://www.crunchbase.com/person/karan-henrik-ponnudurai,Group Chief Digital Officer,Batelco,https://www.crunchbase.com/organization/batelco,"Bahrain, Asia","118,758",https://www.linkedin.com/in/karanponnudurai/,Karan Henrik,Ponnudurai,Male,Batelco,,"Karan Ponnudurai joined the Batelco Group in July 2016 taking on the newly created role of Group Chief Digital Officer to support the Group’s strategy to be a leader in the growing field of digitisation.  With over 25 years’ experience gained in leading organisations in the US, Germany and Malaysia, Karan has the relevant knowledge and experience to meet Batelco Group’s commitment to delivering the digital solutions required for the growth of smart cities and smart businesses. Prior to joining the Batelco Group, Karan held the post of Chief Innovation Officer at Axiata Digital, Malaysia, with responsibility for the digital strategy, implementation and on-going business operations of the company across a number of geographies. He previously held senior executive roles including the post of Senior Vice President at Celcom Axiata and Vice President Technology & Business Development at SBEM, Kuala Lumpur. Karan holds a BSc in Electrical Engineering from Stanford University, USA and a Master of Engineering with specialisation in Communication Systems from University of Malaya, Kuala Lumpur.",Gulf Cooperation Council (GCC),,,,
Nezar Kadhem,https://www.crunchbase.com/person/nezar-kadhem,Founder,Eat,https://www.crunchbase.com/organization/eat,"Manama, Al Manamah, Bahrain","123,690",http://bh.linkedin.com/in/nezarkadhem,Nezar,Kadhem,Male,Eat,https://twitter.com/nezar_k,,Gulf Cooperation Council (GCC),http://www.facebook.com/nezark,"Babson College, San Francisco State University, Zhejiang University",2,4
Khalid Al Khalifa,https://www.crunchbase.com/person/khalid-al-khalifa,General Manager Cyber & Corporate Security,Batelco,https://www.crunchbase.com/organization/batelco,"Bahrain, Asia","127,177",https://www.linkedin.com/in/khalid-al-khalifa-5b876632/,Khalid Al,Khalifa,Male,Batelco,,"Dr. Khalid Al Khalifa joined Batelco as General Manager of Cyber & Corporate Security in January 2018. He has extensive experience in managing Cyber Security and communications intelligence programmes with a proven track record of successfully executing complex nationwide security initiatives that have resulted in significant improvements in the Kingdom of Bahrain’s Cyber Security posture, and global cyber readiness rankings. Due to his dedicated efforts he has been recognised as one of the top 100 Cyber Security Leaders in the Middle East at the CISO Awards 2016. Dr. Khalid has headed several high profile delegations representing the Kingdom and the Telecom sector at key events such as US Command – Central Region Communications Conference, US-GCC Strategic Cooperation Forum (Cyber), and ITU – Global Forum on Emergency Telecommunications, among others. Dr. Khalid holds a Diploma in Military Leadership (UK) and amongst other degrees, a Doctorate in International Relations (Switzerland).",Gulf Cooperation Council (GCC),,"DePaul University, Webster University",,
Fatima Al-Mutawa,https://www.crunchbase.com/person/fatima-al-mutawa,,,,"Bahrain, Asia","127,564",https://www.linkedin.com/in/fatima-al-mutawa-22ab23157/,Fatima,Al-Mutawa,Female,,,"Hard-working, ambitious and motivated, Fatima is an Undergraduate student from the University of Bahrain with a degree in Business Management and a minor degree in Finance. She is currently the Business Development Manager at Obai & Hill with a demonstrated history of working in the public relations and communications industry. She is skilled in Public Speaking, Time Management, and Client relations. In addition, she is also the Project Manager of the Women Power Summit with experience in project planning, events management, logistics coordination, and B2B partnerships",Gulf Cooperation Council (GCC),,,,
Zaman AH. Zaman,https://www.crunchbase.com/person/zaman-ah-zaman,CEO & Founder,Skiplino,https://www.crunchbase.com/organization/skiplino,"Bahrain, Asia","129,593",https://www.linkedin.com/in/zamanabdulhameedzaman/,Zaman AH.,Zaman,Male,"Level Z, Skiplino",,CEO at Skiplino.,Gulf Cooperation Council (GCC),,,1,2
Tristan de Boysson,https://www.crunchbase.com/person/tristan-de-boysson,Managing Partner,TVM Capital Healthcare,https://www.crunchbase.com/organization/tvm-capital-healthcare,"Bahrain, Asia","138,972",http://www.linkedin.com/pub/tristan-de-boysson/7/6a3/888,Tristan,de Boysson,Male,TVM Capital Healthcare,,,Gulf Cooperation Council (GCC),,INSEAD,,
Yasmeen Al-Sharaf,https://www.crunchbase.com/person/yasmeen-al-sharaf,Head of Fintech and Innovation Unit,Central Bank of Bahrain,https://www.crunchbase.com/organization/central-bank-of-bahrain,"Bahrain, Asia","155,561",https://www.linkedin.com/in/yasmeen-al-sharaf-2941a110/,Yasmeen,Al-Sharaf,Female,Central Bank of Bahrain,,"“Yasmeen Al-Sharaf is Heading the FinTech & Innovation Unit at the Central Bank of Bahrain (“CBB”), tasked with setting up a conducive ecosystem to facilitate a robust regulatory framework that fosters innovation within the financial services sector. She has been working with the CBB for the past 13 years were she held the post of ‘Superintendent – Licensing Research & Development’ within the Licensing Director at the Central Bank of Bahrain (CBB) for 7 years. Prior to that she was a Senior Analyst within the same Directorate. During the time spent within the Licensing Directorate, Yasmeen got to work closely with banks, investment companies, insurance companies, financing companies and ancillary service provider both local and international, as well as gaining insight and a thorough understanding of Bahrain’s regulatory framework governing all sectors within the financial services industry. Prior to joining the CBB, Yasmeen worked briefly at Bahrain Islamic Bank within the Corporate Finance Department. Yasmeen also sits on multiple committees handling different key initiatives revolving around FinTech & Innovation, including but not limited to being the Vice Chairman of the Regulatory Sandbox Applications Committee at the CBB and a member of the Women in FinTech Bahrain Committee. She has also been selected as one of the “Top 100 Women in FinTech 2019” by Lattice80 Hub in collaboration with Miss Kaya. She holds a Bachelor’s of Science in Banking and Finance from the University of Bahrain.",Gulf Cooperation Council (GCC),,University of Bahrain,,
Raheel Iqbal,https://www.crunchbase.com/person/raheel-iqbal,,,,"Bahrain, Asia","160,996",https://www.linkedin.com/in/raheeliqbal/,Raheel,Iqbal,Male,Codebase Technologies,,,Gulf Cooperation Council (GCC),,,1,
Parag Bhave,https://www.crunchbase.com/person/parag-bhave,Chief Executive Officer,Almoayed Group,https://www.crunchbase.com/organization/almoayed-group,"Bahrain, Asia","167,638",https://www.linkedin.com/in/parag-bhave-917440165/,Parag,Bhave,Male,Almoayed Group,,"Parag Bhave is the Chief Executive Officer at Almoayed Group WLL. He has over 25 years of extensive international experience in Business Strategy, Mergers & Acquisitions, Business Development, Sales & Marketing, Customer Services and Business Operations within the ICT and Technology related industries.His core strengths has been managing independent businesses, spearheading complete business administration, and controlling P&L’s. He has previously handled various strategic level leadership roles which include heading business operations in Middle East, Africa and Asia Pacific regions while managing large number of professionals at regional and global level. Mr Bhave holds a Bachelor’s in Electronic Engineering with specialization in Telecommunications.",Gulf Cooperation Council (GCC),,,,
Anantha Narayanan,https://www.crunchbase.com/person/anantha-narayanan,Chief Operating Officer,SICO Bank,https://www.crunchbase.com/organization/sico-bank,"Bahrain, Asia","169,381",https://www.linkedin.com/in/anantha-narayanan-50a4697/,Anantha,Narayanan,Male,SICO Bank,,"With over 28 years of diversified experience in the areas of operations, audit, and risk in the banking industry, Anantha Narayanan joined SICO in 2008. He was Head of Internal Audit before being appointed to his current role of Chief Operating Officer. Prior to joining SICO, he worked for Credit Agricole Corporate & Investment Bank, BBK, Commercial Bank of Oman/Bank Muscat, and PricewaterhouseCoopers. Anantha is a Chartered Accountant and Cost Accountant (India), a Certified Information Systems Auditor and Financial Risk Manager (USA), and an Associate Member of the Institute of Financial Studies (UK). He holds a BSc Honours from the University of Manchester, UK.",Gulf Cooperation Council (GCC),,University of Manchester,,
Abdul Rahim Saad,https://www.crunchbase.com/person/abdul-rahim-saad,Head of Global Partnerships,Investcorp,https://www.crunchbase.com/organization/investcorp-2,"Bahrain, Asia","175,807",http://www.linkedin.com/in/abdulrahimsaad,Abdul,Rahim Saad,Male,Investcorp,,,Gulf Cooperation Council (GCC),,McGill University,,
Ali Bushehri,https://www.crunchbase.com/person/ali-bushehri,,,,"Bahrain, Asia","181,688",http://www.linkedin.com/in/bushehri,Ali,Bushehri,Male,,http://twitter.com/ali_bushehri,,Gulf Cooperation Council (GCC),"http://www.facebook.com/ali,bushehri",,1,
Husain Rajab,https://www.crunchbase.com/person/husain-rajab,"Executive Director – Business Development -Manufacturing, Transport & Logistics",Bahrain Economic Development Board,https://www.crunchbase.com/organization/bahrain-economic-development-board,"Bahrain, Asia","182,050",https://www.linkedin.com/in/husain-rajab-5019a1b/,Husain,Rajab,Male,Bahrain Economic Development Board,,,Gulf Cooperation Council (GCC),,,,
Michael Merritt,https://www.crunchbase.com/person/michael-merritt,CAO,Investcorp,https://www.crunchbase.com/organization/investcorp-2,"Bahrain, Asia","185,308",https://www.linkedin.com/in/michael-merritt-3190744b/,Michael,Merritt,Male,Investcorp,,"Michael Merritt is one of the founding partners of Investcorp. He joined Investcorp in 1981 from Chase Manhattan Bank where he had spent 13 years in several positions, the last of which being Senior Credit and Marketing Officer for the company's Gulf division. Michael spent 15 years at Investcorp before leaving in 1996 to become a self-directed trader of equities and financial futures. At the time that he left Investcorp, Michael was a Co-Chief Operating Officer. Michael returned to Investcorp as Chief Administrative Officer in 2011. Michael holds an MBA in Finance and a BSc in Management, both from New York University.",Gulf Cooperation Council (GCC),,New York University,,
Derek Lunt,https://www.crunchbase.com/person/derek-lunt,Deputy Group Chief Executive Officer of Corporate Banking,Ahli United Bank,https://www.crunchbase.com/organization/ahli-united-bank,"Bahrain, Asia","192,951",https://www.linkedin.com/in/derek-lunt-3441677/,Derek,Lunt,Male,Ahli United Bank,,Derek Lunt is a Deputy Group Chief Executive Officer-Corporate Banking at Ahli United Bank BSC.,Gulf Cooperation Council (GCC),,,,
Shaun Hill,https://www.crunchbase.com/person/shaun-hill,Principal & Head of Internal Audit,Investcorp,https://www.crunchbase.com/organization/investcorp-2,"Bahrain, Asia","195,159",,Shaun,Hill,Male,Investcorp,,"Shaun Hill joined Investcorp in 2004 as head of internal audit. For the last five years, Shaun was chief internal auditor at Union National Bank in Abu Dhabi.  Before then, he was a senior audit manager with Riyadh Bank in Saudi Arabia and previously a member of the internal audit team at American Express in the UK. Shaun has also been a senior manager with Deloitte & Touche. Shaun holds a BSc in computer science from Staffordshire University and an MBA from Warwick University. He is a member of the Institute of Chartered Accountants in England and Wales.  Shaun is also a CFA Charterholder.",Gulf Cooperation Council (GCC),,"Staffordshire University, University of Warwick",,1
Mufeed Rajab,https://www.crunchbase.com/person/mufeed-rajab,Head of Admin and HR,Investcorp,https://www.crunchbase.com/organization/investcorp-2,"Bahrain, Asia","195,327",http://www.linkedin.com/pub/mufeed-rajab/a/735/b2,Mufeed,Rajab,Male,Investcorp,,"Mufeed Rajab joined Investcorp in 2003 from JP Morgan Chase Bank where he worked for 24 years, 16 of which were spent in their Bahrain office as Vice President - head of operations, human resources, finance, technology and administration.  The remaining eight years were spent in their Toronto office as Vice President - head of operations, technology and general administration. Mufeed holds a Bachelor of Commerce in Accounting and Statistics from the University of Karnataka, India and a Diploma in Banking Studies from the Bahrain Institute of Banking and Finance.",Gulf Cooperation Council (GCC),,Karnatak University,,
Omar Barakat,https://www.crunchbase.com/person/omar-barakat-d65d,Value Creation Lead,BECO Capital,https://www.crunchbase.com/organization/beco-capital,"Bahrain, Asia","196,028",https://www.linkedin.com/in/omar-barakat/,Omar,Barakat,Male,BECO Capital,https://twitter.com/omarbarakat94?lang=en,"Omar Barakat is the Value Creation Lead at BECO Capital. Omar spent a year traveling across the Middle East and North Africa as a Seedstars Associate, scouting, coaching and investing in early-stage tech entrepreneurs in the region. He obtained an MSc in Management Science (Behavioural Science) from the London School of Economics, and a BSc in Economics and Management from the University of Bristol. Being a strong believer in the impact of technology and entrepreneurship on peoples’ lives in MENA, Omar is passionate about adding value to startups and accelerating their growth.",Gulf Cooperation Council (GCC),,,,
Nawaf Almoayed,https://www.crunchbase.com/person/nawaf-almoayed,Executive Director,Almoayed Group,https://www.crunchbase.com/organization/almoayed-group,"Bahrain, Asia","196,060",https://www.linkedin.com/in/nawaf-almoayed-ph-d-894a04107/,Nawaf,Almoayed,Male,Almoayed Group,,"Nawaf Almoayed joined Almoayed Group WLL in the capacity of Director-Technical in January 2009. His role covers overseeing all technical aspects and ensuring implementation of quality technical standards within the Group. Prior to his position with Almoayed Group, Dr. Almoayed was studying towards his PhD in Electrical Engineering at Tufts University, Boston, USA, which he completed in the summer of 2008. His main areas of concentration are in the fields of microwave engineering and wireless communication, and he has published numerous technical papers in the microwave field. He also holds B.S. and M.S. degrees in electrical engineering from Tufts University.",Gulf Cooperation Council (GCC),,,,
Ali Adel,https://www.crunchbase.com/person/ali-adel,,,,"Bahrain, Asia","198,546",,Ali,Adel,Male,,https://www.twitter.com/aliadeltw,"Ali Adel is an Bahraini Actor. He is known for playing in the historical drama Bab al-Hara season 1-7, which is shown in months of Ramadan, in which he plays Khader. The shooting of Bab Al-Hara runs in Damascus.",Gulf Cooperation Council (GCC),,,,27
Sh.Hesham bin Mohamed Al Khalifa,https://www.crunchbase.com/person/sh-hesham-bin-mohamed-al-khalifa,"Deputy General Manager, Non-Financial Services Division",Bahrain Development Bank,https://www.crunchbase.com/organization/bahrain-development-bank,"Bahrain, Asia","199,229",,Sh.Hesham,bin Mohamed Al Khalifa,Male,Bahrain Development Bank,,,Gulf Cooperation Council (GCC),,,,1
Rasheed Mohamed Al Maraj,https://www.crunchbase.com/person/rasheed-mohamed-al-maraj,Governor,Central Bank of Bahrain,https://www.crunchbase.com/organization/central-bank-of-bahrain,"Bahrain, Asia","202,436",https://www.linkedin.com/in/rasheed-mohamed-al-maraj-424586a0,Rasheed Mohamed,Al Maraj,Male,Central Bank of Bahrain,,"Rasheed Mohamed Al Maraj has been Governor of the Central Bank of Bahrain (CBB), previously the Bahrain Monetary Agency (BMA), since January 2005. As Governor, Mr. Al Maraj carries ministerial ranking and is the chief executive of the CBB, which is responsible for ensuring monetary and financial stability in Bahrain. The CBB is also the single regulator of Bahrain’s financial services industry. Mr. Al Maraj has a wealth of experience in finance, engineering and management and has served with the Government and the private sector. His career highlights include senior positions with Government, having served as Assistant Under-Secretary at the then Finance and National Economy Ministry and Under-Secretary at the Ministry of Transportation. Prior to his appointment as CBB Governor, Mr. Al Maraj was General Manager and Chief Executive Officer of the Arab Petroleum Investments Corporation (Apicorp), which is based in Dammam, Saudi Arabia. Currently, Mr. Al Maraj is on the Boards of the Economic Development Board (EDB), National Oil and Gas Authority (NOGA) and member of the Board of Trustees of the Oxford Institute for Energy Studies, UK. He has previously served as Chairman of the Bahrain Telecommunications Company, a member of the Consultation Council of the Co-operation Council for the Arab States of the Gulf and the Telecommunications Regulatory Authority (TRA) of Bahrain.",Gulf Cooperation Council (GCC),,,,
Ebrahim Al Sayed,https://www.crunchbase.com/person/ebrahim-al-sayed,General Manager Consumer Experience – Bahrain,Batelco,https://www.crunchbase.com/organization/batelco,"Bahrain, Asia","203,223",,Ebrahim,Al Sayed,Male,Batelco,,"Ebrahim Al Sayed leads the Customer Experience team to ensure the best experience for Batelco’s valued customers. Prior to this role, Ebrahim held the role of General Manager Consumer Division. Ebrahim joined Batelco in 1992 and over the years has held various managerial roles in Marketing Communications, Sales Channels, Product Development and Product Management. Throughout more than 25 years at Batelco, he has gained vast experience in mobile communications and marketing & business development fields. Also, Ebrahim has led and contributed in many milestones, such as the transition of mobile technology from 2G to 3G, the introduction of LTE services, establishing and growing the roaming business through utilizing the latest technologies in addition to many other major projects.",Gulf Cooperation Council (GCC),,,,
Marco Valente,https://www.crunchbase.com/person/marco-valente,CEO & President,Archi & Luxury Middle East SPC,https://www.crunchbase.com/organization/archi-luxury-middle-east-spc,"Manama, Al Manamah, Bahrain","207,757",https://www.linkedin.com/in/marcovalentedesigner/,Marco,Valente,Male,"Archi & Luxury Middle East SPC, Italian Contracting Middle East LLC, Roma Trading FZE",https://twitter.com/lordshadows?lang=en,"Visionary entrepreneur,  quick decision maker and strong calculator ",Gulf Cooperation Council (GCC),https://www.facebook.com/marco.valente.designer,Istituto Tecnico e Commerciale per Geometri,3,
Abbas Rizvi,https://www.crunchbase.com/person/abbas-rizvi,Managing Director - Head of Financial Management,Investcorp,https://www.crunchbase.com/organization/investcorp-2,"Bahrain, Asia","208,469",http://www.linkedin.com/pub/abbas-rizvi/19/683/b43,Abbas,Rizvi,Male,Investcorp,,,Gulf Cooperation Council (GCC),,,,
Kevin Murphy,https://www.crunchbase.com/person/kevin-murphy-9,Chief Investment Officer,Yusuf Bin Ahmed Kanoo,https://www.crunchbase.com/organization/yusuf-bin-ahmed-kanoo,"Bahrain, Asia","215,495",https://www.linkedin.com/in/kevin-murphy-29830123/?ppe=1,Kevin,Murphy,Male,Yusuf Bin Ahmed Kanoo,,"Kevin is currently the Group Chief Investment Officer at Yusuf Bin Ahmed Kanoo and Executive GM of Kanoo Capital, the investment division of the company.  YBA Kanoo is one of the largest and oldest diversified family conglomerates in the GCC. Kevin has worked with YBA Kanoo for four years and had over 19 years’ experience in the GCC and over 29 years’ global experience in the areas of investment management, treasury and funding engagements including YBA Kanoo, Dubai World, Investcorp and Citibank.  Kevin has extensive experience in investment management including investment strategy, asset allocation, alternative investments, listed securities, risk management and performance attribution. He has advised on capital structures, arranged capital raisings, developed complex financing options and negotiated restructurings.  He has all-encompassing experience in driving a broad range of diversified debt, equity and liquidity initiatives in global markets. ",Gulf Cooperation Council (GCC),,,,
Fahad Murad,https://www.crunchbase.com/person/fahad-murad,,,,"Bahrain, Asia","217,193",http://www.linkedin.com/pub/fahad-murad/15/273/335,Fahad,Murad,Male,,,,Gulf Cooperation Council (GCC),,University of Houston,,1
Saba Saleem,https://www.crunchbase.com/person/saba-saleem,CEO & Co-founder,The Stories Studio,https://www.crunchbase.com/organization/the-stories-studio,"Bahrain, Asia","218,938",,Saba,Saleem,Female,The Stories Studio,,,Gulf Cooperation Council (GCC),https://www.linkedin.com/in/sabasaleemwarsi/,,1,
Samuel Verghese,https://www.crunchbase.com/person/samuel-verghese,Head of Internal Audit,Bahrain Development Bank,https://www.crunchbase.com/organization/bahrain-development-bank,"Bahrain, Asia","222,561",,Samuel,Verghese,Male,Bahrain Development Bank,,,Gulf Cooperation Council (GCC),,,,
Shafqat Anwar,https://www.crunchbase.com/person/shafqat-anwar,Deputy Group Chief Executive Officer - Operations and Technology,Ahli United Bank,https://www.crunchbase.com/organization/ahli-united-bank,"Manama, Al Manamah, Bahrain","222,764",https://www.linkedin.com/in/shafqat-anwar-573b9210/,Shafqat,Anwar,Male,Ahli United Bank,,"Mustafa S. Anwar is Deputy Group CEO-Operations & Technology at Ahli United Bank BSC. He is on the Board of Directors at Ahli Bank SAOG. Mr. Anwar was previously employed as Operations Manager by ANZ Grindlays Bank Plc, Chief Operating Officer by Commercial Bank of Bahrain BSC, and Chief Operating Officer by Grindlays Bahrain Bank. He also served on the board at Ahli United Bank (Egypt) SAE and Ahli United Finance Co. He received his undergraduate degree from the University of Dhaka, a graduate degree from the University of Dhaka and an MBA from the University of Dhaka.",Gulf Cooperation Council (GCC),,"Institute of Business Administration (IBA), University of Dhaka",,
Emilio Escartin,https://www.crunchbase.com/person/emilio-escartin,Founder & CEO,AmonCapital Private Equity,https://www.crunchbase.com/organization/amoncapital-private-equity,"Manama, Al Manamah, Bahrain","223,942",https://www.linkedin.com/in/emilio-escartin-إميليو-إسكرتن-0490703?trk=nav_responsive_tab_profile,Emilio,Escartin,Male,AmonCapital Private Equity,https://twitter.com/emilioescartin,,Gulf Cooperation Council (GCC),,Harvard Kennedy School of Government,1,
Mohammed Farouk Almoayyed,https://www.crunchbase.com/person/mohammed-farouk-almoayyed,Chairman,Almoayyed Computers,https://www.crunchbase.com/organization/almoayyed-computers,"Manama, Al Manamah, Bahrain","227,990",,Mohammed,Farouk Almoayyed,Male,Almoayyed Computers,,,Gulf Cooperation Council (GCC),,,,
